Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price, Profit , Cost , Sales 
4/20/2014,20,April,2014,40,Adults (35-64),Female,Australia,Victoria,Accessories,Bottles and Cages,Road Bottle Cage,2,3,9, $8 , $6 , $14 
4/20/2014,20,April,2014,48,Adults (35-64),Female,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,20,2,5, $59 , $40 , $99 
4/20/2014,20,April,2014,17,Youth (<25),Female,Canada,British Columbia,Clothing,Caps,AWC Logo Cap,15,7,9, $29 , $105 , $134 
4/20/2014,20,April,2014,65,Seniors (64+),Male,Canada,British Columbia,Clothing,Caps,AWC Logo Cap,7,7,9, $13 , $49 , $62 
4/20/2014,20,April,2014,59,Adults (35-64),Male,United Kingdom,England,Clothing,Caps,AWC Logo Cap,4,7,9, $7 , $28 , $35 
4/20/2014,20,April,2014,54,Adults (35-64),Male,France,Hauts de Seine,Clothing,Caps,AWC Logo Cap,23,7,9, $32 , $161 , $193 
4/20/2014,20,April,2014,27,Young Adults (25-34),Male,France,Val de Marne,Clothing,Caps,AWC Logo Cap,24,7,9, $3 , $168 , $171 
4/20/2014,20,April,2014,48,Adults (35-64),Female,Canada,British Columbia,Accessories,Cleaners,Bike Wash - Dissolver,4,3,8, $20 , $12 , $32 
4/20/2014,20,April,2014,31,Young Adults (25-34),Female,United Kingdom,England,Accessories,Cleaners,Bike Wash - Dissolver,8,3,8, $37 , $24 , $61 
4/20/2014,20,April,2014,36,Adults (35-64),Female,United States,California,Accessories,Fenders,Fender Set - Mountain,7,8,22, $95 , $56 , $151 
4/20/2014,20,April,2014,44,Adults (35-64),Male,United States,California,Accessories,Fenders,Fender Set - Mountain,16,8,22, $217 , $128 , $345 
4/20/2014,20,April,2014,54,Adults (35-64),Male,France,Hauts de Seine,Accessories,Fenders,Fender Set - Mountain,24,8,22, $299 , $192 , $491 
4/20/2014,20,April,2014,42,Adults (35-64),Male,Australia,Victoria,Clothing,Gloves,"Half-Finger Gloves, L",17,9,24, $169 , $153 , $322 
4/20/2014,20,April,2014,35,Adults (35-64),Male,Australia,Victoria,Clothing,Gloves,"Half-Finger Gloves, S",27,9,24, $269 , $243 , $512 
4/20/2014,20,April,2014,42,Adults (35-64),Male,United States,Washington,Clothing,Gloves,"Half-Finger Gloves, M",26,9,24, $253 , $234 , $487 
4/20/2014,20,April,2014,38,Adults (35-64),Female,Germany,Hessen,Clothing,Gloves,"Half-Finger Gloves, L",11,9,24, $147 , $99 , $246 
4/20/2014,20,April,2014,46,Adults (35-64),Female,United States,California,Clothing,Gloves,"Half-Finger Gloves, L",27,9,24, $392 , $243 , $635 
4/20/2014,20,April,2014,33,Young Adults (25-34),Male,Australia,Queensland,Accessories,Helmets,"Sport-100 Helmet, Red",2,13,35, $33 , $26 , $59 
4/20/2014,20,April,2014,43,Adults (35-64),Female,Germany,Bayern,Accessories,Helmets,"Sport-100 Helmet, Red",18,13,35, $390 , $234 , $624 
4/20/2014,20,April,2014,25,Young Adults (25-34),Female,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Blue",8,13,35, $140 , $104 , $244 
4/20/2014,20,April,2014,25,Young Adults (25-34),Female,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",11,13,35, $227 , $143 , $370 
4/20/2014,20,April,2014,64,Adults (35-64),Male,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",11,13,35, $238 , $143 , $381 
4/20/2014,20,April,2014,42,Adults (35-64),Male,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Black",13,13,35, $186 , $169 , $355 
4/20/2014,20,April,2014,55,Adults (35-64),Female,France,Nord,Accessories,Helmets,"Sport-100 Helmet, Black",12,13,35, $209 , $156 , $365 
4/20/2014,20,April,2014,54,Adults (35-64),Male,France,Hauts de Seine,Accessories,Helmets,"Sport-100 Helmet, Black",3,13,35, $59 , $39 , $98 
4/20/2014,20,April,2014,20,Youth (<25),Female,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Red",10,13,35, $147 , $130 , $277 
4/20/2014,20,April,2014,27,Young Adults (25-34),Male,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Blue",19,13,35, $298 , $247 , $545 
4/20/2014,20,April,2014,41,Adults (35-64),Male,United States,California,Accessories,Helmets,"Sport-100 Helmet, Blue",16,13,35, $341 , $208 , $549 
4/20/2014,20,April,2014,28,Young Adults (25-34),Male,Australia,South Australia,Accessories,Helmets,"Sport-100 Helmet, Blue",2,13,35, $31 , $26 , $57 
4/20/2014,20,April,2014,27,Young Adults (25-34),Male,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Blue",25,13,35, $515 , $325 , $840 
4/20/2014,20,April,2014,35,Adults (35-64),Male,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Black",11,13,35, $161 , $143 , $304 
4/20/2014,20,April,2014,19,Youth (<25),Female,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Red",2,13,35, $29 , $26 , $55 
4/20/2014,20,April,2014,42,Adults (35-64),Female,Australia,Queensland,Accessories,Helmets,"Sport-100 Helmet, Blue",30,13,35, $492 , $390 , $882 
4/20/2014,20,April,2014,39,Adults (35-64),Male,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",5,13,35, $107 , $65 , $172 
4/20/2014,20,April,2014,42,Adults (35-64),Male,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Blue",17,13,35, $249 , $221 , $470 
4/20/2014,20,April,2014,48,Adults (35-64),Female,Canada,British Columbia,Accessories,Hydration Packs,Hydration Pack - 70 oz.,9,21,55, $301 , $189 , $490 
4/20/2014,20,April,2014,44,Adults (35-64),Male,United States,California,Accessories,Hydration Packs,Hydration Pack - 70 oz.,3,21,55, $99 , $63 , $162 
4/20/2014,20,April,2014,59,Adults (35-64),Male,United Kingdom,England,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",21,38,50, $210 , $798 ," $1,008 "
4/20/2014,20,April,2014,28,Young Adults (25-34),Male,Australia,Queensland,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",9,42,54, $30 , $378 , $408 
4/20/2014,20,April,2014,32,Young Adults (25-34),Female,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",8,42,54, $40 , $336 , $376 
4/20/2014,20,April,2014,27,Young Adults (25-34),Male,France,Val de Marne,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",14,42,54, $9 , $588 , $597 
4/20/2014,20,April,2014,40,Adults (35-64),Female,Australia,Victoria,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",3,38,50, $5 , $114 , $119 
4/20/2014,20,April,2014,30,Young Adults (25-34),Female,Germany,Hessen,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",3,38,50, $26 , $114 , $140 
4/20/2014,20,April,2014,40,Adults (35-64),Female,United States,California,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",16,38,50, $176 , $608 , $784 
4/20/2014,20,April,2014,42,Adults (35-64),Female,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",30,42,54, $328 ," $1,260 "," $1,588 "
4/20/2014,20,April,2014,65,Seniors (64+),Male,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295," $1,020 "," $1,252 "," $2,272 "
4/20/2014,20,April,2014,39,Adults (35-64),Male,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295," $1,020 "," $1,252 "," $2,272 "
4/20/2014,20,April,2014,47,Adults (35-64),Male,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320, $752 ," $1,266 "," $2,018 "
4/20/2014,20,April,2014,38,Adults (35-64),Female,Germany,Hessen,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295, $882 ," $1,252 "," $2,134 "
4/20/2014,20,April,2014,42,Adults (35-64),Female,United States,California,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,1252,2295, $997 ," $1,252 "," $2,249 "
4/20/2014,20,April,2014,55,Adults (35-64),Female,France,Nord,Bikes,Mountain Bikes,"Mountain-400-W Silver, 40",1,420,769, $249 , $420 , $669 
4/20/2014,20,April,2014,40,Adults (35-64),Female,Australia,South Australia,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320, $636 ," $1,266 "," $1,902 "
4/20/2014,20,April,2014,54,Adults (35-64),Male,France,Hauts de Seine,Bikes,Mountain Bikes,"Mountain-500 Silver, 44",1,308,565, $217 , $308 , $525 
4/20/2014,20,April,2014,30,Young Adults (25-34),Male,Germany,Saarland,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295, $630 ," $1,252 "," $1,882 "
4/20/2014,20,April,2014,40,Adults (35-64),Female,United States,California,Bikes,Mountain Bikes,"Mountain-500 Silver, 40",1,308,565, $246 , $308 , $554 
4/20/2014,20,April,2014,38,Adults (35-64),Male,United Kingdom,England,Bikes,Road Bikes,"Road-250 Black, 58",1,1555,2443, $790 ," $1,555 "," $2,345 "
4/20/2014,20,April,2014,31,Young Adults (25-34),Female,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578, $942 ," $2,171 "," $3,113 "
4/20/2014,20,April,2014,30,Young Adults (25-34),Female,Germany,Hessen,Bikes,Road Bikes,"Road-250 Black, 58",1,1555,2443, $717 ," $1,555 "," $2,272 "
4/20/2014,20,April,2014,27,Young Adults (25-34),Male,France,Seine (Paris),Bikes,Road Bikes,"Road-650 Red, 52",1,487,783, $155 , $487 , $642 
4/20/2014,20,April,2014,25,Young Adults (25-34),Female,United Kingdom,England,Bikes,Road Bikes,"Road-650 Black, 60",1,487,783, $265 , $487 , $752 
4/20/2014,20,April,2014,32,Young Adults (25-34),Male,United States,Washington,Bikes,Road Bikes,"Road-550-W Yellow, 48",1,713,1120, $161 , $713 , $874 
4/20/2014,20,April,2014,41,Adults (35-64),Male,United States,California,Bikes,Road Bikes,"Road-750 Black, 48",1,344,540, $185 , $344 , $529 
4/20/2014,20,April,2014,27,Young Adults (25-34),Male,United Kingdom,England,Bikes,Road Bikes,"Road-750 Black, 48",1,344,540, $174 , $344 , $518 
4/20/2014,20,April,2014,24,Youth (<25),Male,France,Nord,Bikes,Road Bikes,"Road-350-W Yellow, 42",1,1083,1701, $397 ," $1,083 "," $1,480 "
4/20/2014,20,April,2014,42,Adults (35-64),Female,Australia,Queensland,Bikes,Road Bikes,"Road-650 Black, 44",1,487,783, $171 , $487 , $658 
4/20/2014,20,April,2014,49,Adults (35-64),Male,United States,California,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578," $1,335 "," $2,171 "," $3,506 "
4/20/2014,20,April,2014,40,Adults (35-64),Male,United States,California,Clothing,Shorts,"Women's Mountain Shorts, S",10,26,70, $426 , $260 , $686 
4/20/2014,20,April,2014,42,Adults (35-64),Female,United States,California,Clothing,Shorts,"Women's Mountain Shorts, M",30,26,70," $1,278 ", $780 ," $2,058 "
4/20/2014,20,April,2014,28,Young Adults (25-34),Male,Australia,South Australia,Clothing,Socks,"Racing Socks, M",18,3,9, $79 , $54 , $133 
4/20/2014,20,April,2014,38,Adults (35-64),Male,United Kingdom,England,Clothing,Socks,"Racing Socks, L",1,3,9, $6 , $3 , $9 
4/20/2014,20,April,2014,42,Adults (35-64),Male,Australia,Victoria,Accessories,Tires and Tubes,LL Mountain Tire,25,9,25, $269 , $225 , $494 
4/20/2014,20,April,2014,42,Adults (35-64),Male,Australia,Victoria,Accessories,Tires and Tubes,LL Mountain Tire,23,9,25, $247 , $207 , $454 
4/20/2014,20,April,2014,42,Adults (35-64),Female,Australia,Queensland,Accessories,Tires and Tubes,Patch Kit/8 Patches,25,1,2, $17 , $25 , $42 
4/20/2014,20,April,2014,42,Adults (35-64),Female,Australia,Queensland,Accessories,Tires and Tubes,Patch Kit/8 Patches,20,1,2, $14 , $20 , $34 
4/20/2014,20,April,2014,53,Adults (35-64),Female,United States,California,Accessories,Tires and Tubes,LL Road Tire,5,8,21, $63 , $40 , $103 
4/20/2014,20,April,2014,34,Young Adults (25-34),Male,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,30,1,2, $17 , $30 , $47 
4/20/2014,20,April,2014,24,Youth (<25),Male,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,10,1,2, $10 , $10 , $20 
4/20/2014,20,April,2014,49,Adults (35-64),Female,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,20,1,2, $11 , $20 , $31 
4/20/2014,20,April,2014,55,Adults (35-64),Female,France,Nord,Accessories,Tires and Tubes,Touring Tire Tube,5,2,5, $12 , $10 , $22 
4/20/2014,20,April,2014,55,Adults (35-64),Female,France,Nord,Accessories,Tires and Tubes,Touring Tire Tube,6,2,5, $14 , $12 , $26 
4/20/2014,20,April,2014,33,Young Adults (25-34),Female,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,17,2,5, $50 , $34 , $84 
4/20/2014,20,April,2014,33,Young Adults (25-34),Female,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,18,2,5, $53 , $36 , $89 
4/20/2014,20,April,2014,33,Young Adults (25-34),Female,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,29,2,5, $86 , $58 , $144 
4/20/2014,20,April,2014,40,Adults (35-64),Female,Australia,South Australia,Accessories,Tires and Tubes,Mountain Tire Tube,7,2,5, $15 , $14 , $29 
4/20/2014,20,April,2014,49,Adults (35-64),Male,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,27,1,2, $26 , $27 , $53 
4/20/2014,20,April,2014,49,Adults (35-64),Male,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,9,1,2, $9 , $9 , $18 
4/20/2014,20,April,2014,49,Adults (35-64),Male,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,11,1,2, $11 , $11 , $22 
4/20/2014,20,April,2014,26,Young Adults (25-34),Female,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,1,2,5, $3 , $2 , $5 
4/20/2014,20,April,2014,25,Young Adults (25-34),Male,United Kingdom,England,Accessories,Tires and Tubes,Patch Kit/8 Patches,10,1,2, $9 , $10 , $19 
4/20/2014,20,April,2014,17,Youth (<25),Male,United Kingdom,England,Accessories,Tires and Tubes,ML Mountain Tire,15,11,30, $267 , $165 , $432 
4/20/2014,20,April,2014,17,Youth (<25),Male,United Kingdom,England,Accessories,Tires and Tubes,ML Mountain Tire,18,11,30, $320 , $198 , $518 
4/20/2014,20,April,2014,17,Youth (<25),Male,United Kingdom,England,Accessories,Tires and Tubes,ML Mountain Tire,13,11,30, $231 , $143 , $374 
4/20/2014,20,April,2014,46,Adults (35-64),Female,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,26,1,2, $25 , $26 , $51 
4/20/2014,20,April,2014,46,Adults (35-64),Female,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,6,1,2, $6 , $6 , $12 
4/20/2014,20,April,2014,46,Adults (35-64),Female,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,18,1,2, $18 , $18 , $36 
4/20/2014,20,April,2014,33,Young Adults (25-34),Male,Australia,Queensland,Accessories,Tires and Tubes,Patch Kit/8 Patches,14,1,2, $10 , $14 , $24 
4/20/2014,20,April,2014,33,Young Adults (25-34),Male,Australia,Queensland,Accessories,Tires and Tubes,Patch Kit/8 Patches,9,1,2, $6 , $9 , $15 
4/20/2014,20,April,2014,41,Adults (35-64),Male,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,11,1,2, $11 , $11 , $22 
4/20/2014,20,April,2014,41,Adults (35-64),Male,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,12,1,2, $12 , $12 , $24 
4/20/2014,20,April,2014,51,Adults (35-64),Male,United States,California,Accessories,Tires and Tubes,ML Mountain Tire,21,11,30, $386 , $231 , $617 
4/20/2014,20,April,2014,46,Adults (35-64),Female,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,28,2,5, $81 , $56 , $137 
4/20/2014,20,April,2014,32,Young Adults (25-34),Male,United States,Washington,Accessories,Tires and Tubes,ML Mountain Tire,13,11,30, $161 , $143 , $304 
4/20/2014,20,April,2014,32,Young Adults (25-34),Male,United States,Washington,Accessories,Tires and Tubes,ML Mountain Tire,17,11,30, $211 , $187 , $398 
4/20/2014,20,April,2014,32,Young Adults (25-34),Male,United States,Washington,Accessories,Tires and Tubes,ML Mountain Tire,20,11,30, $248 , $220 , $468 
4/20/2014,20,April,2014,24,Youth (<25),Male,France,Nord,Accessories,Tires and Tubes,Touring Tire,22,11,29, $313 , $242 , $555 
4/20/2014,20,April,2014,24,Youth (<25),Male,France,Nord,Accessories,Tires and Tubes,Touring Tire,1,11,29, $14 , $11 , $25 
4/20/2014,20,April,2014,31,Young Adults (25-34),Female,United Kingdom,England,Accessories,Tires and Tubes,Patch Kit/8 Patches,29,1,2, $27 , $29 , $56 
4/20/2014,20,April,2014,31,Young Adults (25-34),Female,United Kingdom,England,Accessories,Tires and Tubes,Patch Kit/8 Patches,7,1,2, $6 , $7 , $13 
4/20/2014,20,April,2014,31,Young Adults (25-34),Female,United Kingdom,England,Accessories,Tires and Tubes,Patch Kit/8 Patches,1,1,2, $1 , $1 , $2 
4/20/2014,20,April,2014,39,Adults (35-64),Male,United States,California,Accessories,Tires and Tubes,Road Tire Tube,8,1,4, $23 , $8 , $31 
4/20/2014,20,April,2014,39,Adults (35-64),Male,United States,California,Accessories,Tires and Tubes,Road Tire Tube,8,1,4, $23 , $8 , $31 
4/20/2014,20,April,2014,43,Adults (35-64),Female,Germany,Bayern,Accessories,Tires and Tubes,Patch Kit/8 Patches,8,1,2, $8 , $8 , $16 
4/20/2014,20,April,2014,43,Adults (35-64),Female,Germany,Bayern,Accessories,Tires and Tubes,Patch Kit/8 Patches,2,1,2, $2 , $2 , $4 
4/20/2014,20,April,2014,29,Young Adults (25-34),Female,Australia,New South Wales,Accessories,Tires and Tubes,ML Road Tire,18,9,25, $230 , $162 , $392 
4/20/2014,20,April,2014,29,Young Adults (25-34),Female,Australia,New South Wales,Accessories,Tires and Tubes,ML Road Tire,18,9,25, $230 , $162 , $392 
4/20/2014,20,April,2014,33,Young Adults (25-34),Male,Australia,New South Wales,Accessories,Tires and Tubes,Touring Tire Tube,22,2,5, $52 , $44 , $96 
4/20/2014,20,April,2014,33,Young Adults (25-34),Male,Australia,New South Wales,Accessories,Tires and Tubes,Touring Tire Tube,29,2,5, $68 , $58 , $126 
4/20/2014,20,April,2014,44,Adults (35-64),Male,United States,California,Accessories,Tires and Tubes,Touring Tire Tube,13,2,5, $38 , $26 , $64 
4/20/2014,20,April,2014,44,Adults (35-64),Male,United States,California,Accessories,Tires and Tubes,Touring Tire Tube,6,2,5, $17 , $12 , $29 
4/20/2014,20,April,2014,42,Adults (35-64),Male,Australia,Victoria,Bikes,Touring Bikes,"Touring-1000 Yellow, 46",1,1482,2384, $401 ," $1,482 "," $1,883 "
4/20/2014,20,April,2014,32,Young Adults (25-34),Female,Australia,New South Wales,Bikes,Touring Bikes,"Touring-1000 Yellow, 50",1,1482,2384, $592 ," $1,482 "," $2,074 "
4/20/2014,20,April,2014,35,Adults (35-64),Male,Australia,Victoria,Bikes,Touring Bikes,"Touring-2000 Blue, 54",1,755,1215, $205 , $755 , $960 
4/20/2014,20,April,2014,32,Young Adults (25-34),Male,Canada,British Columbia,Bikes,Touring Bikes,"Touring-1000 Yellow, 60",1,1482,2384, $878 ," $1,482 "," $2,360 "
4/20/2014,20,April,2014,27,Young Adults (25-34),Male,France,Val de Marne,Bikes,Touring Bikes,"Touring-1000 Blue, 60",1,1482,2384, $401 ," $1,482 "," $1,883 "
4/20/2014,20,April,2014,42,Adults (35-64),Male,United States,Washington,Bikes,Touring Bikes,"Touring-2000 Blue, 60",1,755,1215, $193 , $755 , $948 
4/20/2014,20,April,2014,40,Adults (35-64),Female,Australia,Victoria,Bikes,Touring Bikes,"Touring-1000 Blue, 54",1,1482,2384, $401 ," $1,482 "," $1,883 "
4/20/2014,20,April,2014,25,Young Adults (25-34),Male,United Kingdom,England,Clothing,Vests,"Classic Vest, L",21,24,64, $786 , $504 ," $1,290 "
4/21/2014,21,April,2014,42,Adults (35-64),Male,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,9,59,159, $871 , $531 ," $1,402 "
4/21/2014,21,April,2014,37,Adults (35-64),Male,United Kingdom,England,Accessories,Bottles and Cages,Mountain Bottle Cage,9,4,10, $50 , $36 , $86 
4/21/2014,21,April,2014,37,Adults (35-64),Male,United Kingdom,England,Accessories,Bottles and Cages,Mountain Bottle Cage,23,4,10, $129 , $92 , $221 
4/21/2014,21,April,2014,22,Youth (<25),Male,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5, $3 , $2 , $5 
4/21/2014,21,April,2014,33,Young Adults (25-34),Male,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,18,2,5, $34 , $36 , $70 
4/21/2014,21,April,2014,33,Young Adults (25-34),Male,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,18,2,5, $34 , $36 , $70 
4/21/2014,21,April,2014,45,Adults (35-64),Male,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,19,2,5, $55 , $38 , $93 
4/21/2014,21,April,2014,23,Youth (<25),Female,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,19,2,5, $55 , $38 , $93 
4/21/2014,21,April,2014,23,Youth (<25),Female,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5, $3 , $2 , $5 
4/21/2014,21,April,2014,27,Young Adults (25-34),Female,Australia,Victoria,Accessories,Bottles and Cages,Road Bottle Cage,16,3,9, $66 , $48 , $114 
4/21/2014,21,April,2014,27,Young Adults (25-34),Female,Australia,Victoria,Accessories,Bottles and Cages,Road Bottle Cage,3,3,9, $12 , $9 , $21 
4/21/2014,21,April,2014,41,Adults (35-64),Female,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,21,2,5, $61 , $42 , $103 
4/21/2014,21,April,2014,41,Adults (35-64),Female,United States,Washington,Accessories,Bottles and Cages,Mountain Bottle Cage,22,4,10, $84 , $88 , $172 
4/21/2014,21,April,2014,41,Adults (35-64),Female,United States,Washington,Accessories,Bottles and Cages,Mountain Bottle Cage,6,4,10, $23 , $24 , $47 
4/21/2014,21,April,2014,29,Young Adults (25-34),Female,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,9,2,5, $21 , $18 , $39 
4/21/2014,21,April,2014,50,Adults (35-64),Male,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,27,2,5, $63 , $54 , $117 
4/21/2014,21,April,2014,50,Adults (35-64),Male,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,6,2,5, $14 , $12 , $26 
4/21/2014,21,April,2014,24,Youth (<25),Male,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,18,2,5, $42 , $36 , $78 
4/21/2014,21,April,2014,24,Youth (<25),Male,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,25,2,5, $59 , $50 , $109 
4/21/2014,21,April,2014,26,Young Adults (25-34),Male,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,10,2,5, $29 , $20 , $49 
4/21/2014,21,April,2014,39,Adults (35-64),Male,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,11,2,5, $21 , $22 , $43 
4/21/2014,21,April,2014,45,Adults (35-64),Male,United States,California,Clothing,Caps,AWC Logo Cap,21,7,9, $38 , $147 , $185 
4/21/2014,21,April,2014,30,Young Adults (25-34),Female,France,Val d'Oise,Clothing,Caps,AWC Logo Cap,16,7,9, $2 , $112 , $114 
4/21/2014,21,April,2014,21,Youth (<25),Male,United States,California,Clothing,Caps,AWC Logo Cap,6,7,9, $11 , $42 , $53 
4/21/2014,21,April,2014,56,Adults (35-64),Female,Australia,New South Wales,Clothing,Caps,AWC Logo Cap,8,7,9, $7 , $56 , $63 
4/21/2014,21,April,2014,20,Youth (<25),Female,Germany,Hessen,Clothing,Caps,AWC Logo Cap,29,7,9, $40 , $203 , $243 
4/21/2014,21,April,2014,23,Youth (<25),Female,United States,California,Clothing,Caps,AWC Logo Cap,5,7,9, $9 , $35 , $44 
4/21/2014,21,April,2014,21,Youth (<25),Female,France,Seine (Paris),Clothing,Caps,AWC Logo Cap,5,7,9, $2 , $35 , $37 
4/21/2014,21,April,2014,35,Adults (35-64),Female,Canada,British Columbia,Accessories,Cleaners,Bike Wash - Dissolver,22,3,8, $108 , $66 , $174 
4/21/2014,21,April,2014,26,Young Adults (25-34),Female,Australia,New South Wales,Accessories,Fenders,Fender Set - Mountain,12,8,22, $134 , $96 , $230 
4/21/2014,21,April,2014,26,Young Adults (25-34),Male,United States,California,Clothing,Gloves,"Half-Finger Gloves, S",23,9,24, $334 , $207 , $541 
4/21/2014,21,April,2014,21,Youth (<25),Male,Canada,British Columbia,Clothing,Gloves,"Half-Finger Gloves, M",10,9,24, $148 , $90 , $238 
4/21/2014,21,April,2014,30,Young Adults (25-34),Female,France,Val d'Oise,Accessories,Helmets,"Sport-100 Helmet, Black",28,13,35, $410 , $364 , $774 
4/21/2014,21,April,2014,25,Young Adults (25-34),Male,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",2,13,35, $43 , $26 , $69 
4/21/2014,21,April,2014,44,Adults (35-64),Female,United States,California,Accessories,Helmets,"Sport-100 Helmet, Blue",15,13,35, $320 , $195 , $515 
4/21/2014,21,April,2014,43,Adults (35-64),Female,United States,California,Accessories,Helmets,"Sport-100 Helmet, Red",28,13,35, $596 , $364 , $960 
4/21/2014,21,April,2014,24,Youth (<25),Male,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Blue",30,13,35, $524 , $390 , $914 
4/21/2014,21,April,2014,22,Youth (<25),Male,United States,California,Accessories,Helmets,"Sport-100 Helmet, Blue",8,13,35, $170 , $104 , $274 
4/21/2014,21,April,2014,29,Young Adults (25-34),Male,United States,California,Accessories,Helmets,"Sport-100 Helmet, Red",18,13,35, $383 , $234 , $617 
4/21/2014,21,April,2014,26,Young Adults (25-34),Female,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Black",8,13,35, $140 , $104 , $244 
4/21/2014,21,April,2014,33,Young Adults (25-34),Female,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Blue",29,13,35, $506 , $377 , $883 
4/21/2014,21,April,2014,34,Young Adults (25-34),Female,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",13,13,35, $277 , $169 , $446 
4/21/2014,21,April,2014,48,Adults (35-64),Male,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",16,13,35, $341 , $208 , $549 
4/21/2014,21,April,2014,29,Young Adults (25-34),Female,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Blue",20,13,35, $314 , $260 , $574 
4/21/2014,21,April,2014,44,Adults (35-64),Female,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",1,13,35, $14 , $13 , $27 
4/21/2014,21,April,2014,33,Young Adults (25-34),Female,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",23,13,35, $474 , $299 , $773 
4/21/2014,21,April,2014,20,Youth (<25),Male,Australia,South Australia,Accessories,Helmets,"Sport-100 Helmet, Blue",6,13,35, $94 , $78 , $172 
